Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 21 Enplanements,CY 20 Enplanements,% Change
1110,SO,MS,JVW,Raymond,John Bell Williams,GA,None,8,0,0
1117,SO,MS,STF,Starkville,George M Bryan,GA,None,8,0,0
1196,SO,MS,MPE,Philadelphia,Philadelphia Municipal,GA,None,4,0,0
1207,SO,MS,UTA,Tunica,Tunica Municipal,GA,None,4,0,0
1307,SO,MS,GWO,Carroll (County),Greenwood-Leflore,GA,None,1,0,0
89,NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,973715,445381,1.1863
131,NM,MT,GPI,Kalispell,Glacier Park International,P,S,418094,215443,0.9406
134,NM,MT,MSO,Missoula,Missoula Montana,P,S,384925,209035,0.8414
136,NM,MT,BIL,Billings,Billings Logan International,P,S,379300,240713,0.5757
200,NM,MT,GTF,Great Falls,Great Falls International,P,N,132267,79153,0.671
235,NM,MT,HLN,Helena,Helena Regional,P,N,71305,46298,0.5401
343,NM,MT,BTM,Butte,Bert Mooney,P,N,16707,12460,0.3409
373,NM,MT,WYS,West Yellowstone,Yellowstone,P,N,13149,4602,1.8572
414,NM,MT,SDY,Sidney,Sidney-Richland Regional,CS,None,8356,6965,0.1997
484,NM,MT,OLF,Wolf Point,L M Clayton,CS,None,3601,2755,0.3071
495,NM,MT,HVR,Havre,Havre City-County,CS,None,3395,2037,0.6667
496,NM,MT,GGW,Glasgow,Wokal Field/Glasgow-Valley County,CS,None,3388,2705,0.2525
535,NM,MT,GDV,Glendive,Dawson Community,GA,None,2126,1561,0.3619
729,NM,MT,LWT,Lewistown,Lewistown Municipal,GA,None,321,1,320
762,NM,MT,M75,Malta,Malta,GA,None,199,3,65.3333
890,NM,MT,MLS,Miles City,Frank Wiley Field,GA,None,51,6,7.5
1079,NM,MT,8U6,Terry,Terry,GA,None,9,0,0
1181,NM,MT,8S1,Polson,Polson,GA,None,4,0,0
1245,NM,MT,32S,Stevensville,Stevensville,GA,None,2,0,0
1291,NM,MT,U05,Philipsburg,Riddick Field,GA,None,2,0,0
1316,NM,MT,PO1,Poplar,Poplar Municipal,GA,None,1,0,0
6,SO,NC,CLT,Charlotte,Charlotte/Douglas International,P,L,20900875,12952869,0.6136
39,SO,NC,RDU,Raleigh,Raleigh-Durham International,P,M,4311049,2337496,0.8443
104,SO,NC,AVL,Asheville,Asheville Regional,P,S,722892,359256,1.0122
107,SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,627000,378973,0.6545
123,SO,NC,ILM,Wilmington,Wilmington International,P,S,462572,239752,0.9294
179,SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,188451,117213,0.6078
185,SO,NC,OAJ,Jacksonville,Albert J Ellis,P,N,162567,105962,0.5342
198,SO,NC,JQF,Concord,Concord-Padgett Regional,P,N,139173,86856,0.6023
231,SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,76228,52510,0.4517
286,SO,NC,PGV,Greenville,Pitt-Greenville,P,N,34778,18692,0.8606
348,SO,NC,NKT,Cherry Point,Cherry Point MCAS (Cunningham Field),GA,None,16266,19103,-0.1485
501,SO,NC,POB,Fayetteville,Pope AAF,GA,None,3176,6877,-0.5382
559,SO,NC,GSB,Goldsboro,Seymour Johnson AFB,GA,None,1787,500,2.574
646,SO,NC,HKY,Hickory,Hickory Regional,GA,None,857,530,0.617
756,SO,NC,INT,Winston-Salem,Smith Reynolds,GA,None,212,155,0.3677
846,SO,NC,ECG,Elizabeth City,Elizabeth City CG Air Station/Regional,GA,None,74,139,-0.4676
883,SO,NC,RWI,Rocky Mount,Rocky Mount/Wilson Regional,GA,None,54,0,0
948,SO,NC,SOP,Southern Pines,Moore County,GA,None,32,48,-0.3333
999,SO,NC,AKH,Gastonia,Gastonia Municipal,GA,None,21,0,0
1060,SO,NC,SVH,Statesville,Statesville Regional,GA,None,12,9,0.3333
1128,SO,NC,EHO,Shelby,Shelby-Cleveland County Regional,GA,None,7,0,0
1162,SO,NC,EDE,Edenton,Northeastern Regional,GA,None,5,0,0
1221,SO,NC,BUY,Burlington,Burlington/Alamance Regional,GA,None,3,1,2
1280,SO,NC,OCW,Washington,Washington-Warren,GA,None,2,0,0
1315,SO,NC,PMZ,Plymouth,Plymouth Municipal,GA,None,1,0,0
132,GL,ND,FAR,Fargo,Hector International,P,S,408477,244019,0.674
170,GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,215056,151966,0.4152
203,GL,ND,MOT,Minot,Minot International,P,N,126575,85147,0.4865
237,GL,ND,GFK,Grand Forks,Grand Forks International,P,N,69800,46745,0.4932
267,GL,ND,XWA,Williston,Williston Basin International,P,N,46577,31412,0.4828
339,GL,ND,DIK,Dickinson,Dickinson/Theodore Roosevelt Regional,P,N,17506,11407,0.5347
376,GL,ND,JMS,Jamestown,Jamestown Regional,P,N,12804,6161,1.0782
432,GL,ND,DVL,Devils Lake,Devils Lake Regional,CS,None,6799,3983,0.707
649,GL,ND,MIB,Minot,Minot AFB,GA,None,844,605,0.395
1211,GL,ND,05D,New Town,New Town Municipal,GA,None,3,0,0
1289,GL,ND,S25,Watford City,Watford City Municipal,GA,None,2,0,0
60,CE,NE,OMA,Omaha,Eppley Airfield,P,M,1829912,1036245,0.7659
222,CE,NE,LNK,Lincoln,Lincoln,P,N,93740,52653,0.7803
258,CE,NE,GRI,Grand Island,Central Nebraska Regional,P,N,55904,36858,0.5167
309,CE,NE,EAR,Kearney,Kearney Regional,P,N,25355,11816,1.1458
367,CE,NE,LBF,North Platte,North Platte Regional/Lee Bird Field,P,N,13679,7668,0.7839
371,CE,NE,BFF,Scottsbluff,Western Nebraska Regional/William B Heilig Field,P,N,13310,8933,0.49
487,CE,NE,AIA,Alliance,Alliance Municipal,CS,None,3543,1605,1.2075
508,CE,NE,CDR,Chadron,Chadron Municipal,CS,None,2891,2462,0.1742
549,CE,NE,MCK,McCook,McCook Ben Nelson Regional,GA,None,1920,1269,0.513
841,CE,NE,OFF,Omaha,Offutt AFB,GA,None,80,551,-0.8548
1078,CE,NE,SNY,Sidney,Sidney Municipal/Lloyd W Carr Field,GA,None,10,0,0
1119,CE,NE,TIF,Thedford,Thomas County,GA,None,8,0,0
119,NE,NH,MHT,Manchester,Manchester Boston Regional,P,S,478143,305958,0.5628
246,NE,NH,PSM,Portsmouth,Portsmouth International at Pease,P,N,66972,41737,0.6046
423,NE,NH,LEB,Lebanon,Lebanon Municipal,CS,None,7597,3707,1.0494
837,NE,NH,LCI,Laconia,Laconia Municipal,GA,None,82,36,1.2778
899,NE,NH,EEN,Keene,Dillant/Hopkins,GA,None,48,6,7
1005,NE,NH,CON,Concord,Concord Municipal,GA,None,19,3,5.3333
1132,NE,NH,HIE,Whitefield,Mount Washington Regional,GA,None,7,0,0
1155,NE,NH,BML,Berlin,Berlin Regional,GA,None,5,0,0
1250,NE,NH,ASH,Nashua,Boire Field,GA,None,2,3,-0.3333
14,EA,NJ,EWR,Newark,Newark Liberty International,P,L,14514049,7985474,0.8176
128,EA,NJ,ACY,Atlantic City,Atlantic City International,P,S,426686,221490,0.9264
161,EA,NJ,TTN,Trenton,Trenton Mercer,P,N,243529,129536,0.88
399,EA,NJ,TEB,Teterboro,Teterboro,GA,None,9955,4454,1.2351
509,EA,NJ,WRI,Wrightstown,McGuire Field (Joint Base McGuire Dix Lakehurst),GA,None,2881,1164,1.4751
737,EA,NJ,MMU,Morristown,Morristown Municipal,GA,None,291,203,0.4335
778,EA,NJ,BLM,Belmar,Monmouth Exec,GA,None,179,60,1.9833
860,EA,NJ,MJX,Toms River,Ocean County,GA,None,65,3,20.6667
969,EA,NJ,CDW,Caldwell,Essex County,GA,None,27,16,0.6875
997,EA,NJ,19N,Berlin,Camden County,GA,None,21,20,0.05
1018,EA,NJ,39N,Rocky Hill,Princeton,GA,None,17,16,0.0625
1090,EA,NJ,MIV,Millville,Millville Municipal,GA,None,9,0,0
1112,EA,NJ,LDJ,Linden,Linden,GA,None,8,0,0
1177,EA,NJ,WWD,Wildwood,Cape May County,GA,None,5,3,0.6667
1278,EA,NJ,N87,Robbinsville,Trenton-Robbinsville,GA,None,2,4,-0.5
64,SW,NM,ABQ,Albuquerque,Albuquerque International Sunport,P,M,1688646,868922,0.9434
218,SW,NM,SAF,Santa Fe,Santa Fe Municipal,P,N,94906,49856,0.9036
270,SW,NM,ROW,Roswell,Roswell Air Center,P,N,44879,24054,0.8658
384,SW,NM,HOB,Hobbs,Lea County Regional,P,N,11993,9080,0.3208
424,SW,NM,CVN,Clovis,Clovis Regional,CS,None,7575,2643,1.8661
456,SW,NM,SVC,Silver City,Grant County,CS,None,4921,3010,0.6349
460,SW,NM,CNM,Carlsbad,Cavern City Air Terminal,CS,None,4571,2961,0.5437
528,SW,NM,SKX,Taos,Taos Regional,GA,None,2305,2334,-0.0124
639,SW,NM,CVS,Clovis,Cannon AFB,GA,None,938,397,1.3627
788,SW,NM,LRU,Las Cruces,Las Cruces International,GA,None,163,28,4.8214
817,SW,NM,HMN,Alamogordo,Holloman AFB,GA,None,118,0,0
1008,SW,NM,PRZ,Portales,Portales Municipal,GA,None,19,0,0
1101,SW,NM,DMN,Deming,Deming Municipal,GA,None,8,0,0
1139,SW,NM,AEG,Albuquerque,Double Eagle II,GA,None,6,0,0
1145,SW,NM,FMN,Farmington,Four Corners Regional,GA,None,6,1,5
8,WP,NV,LAS,Las Vegas,Harry Reid International,P,L,19160342,10584059,0.8103
63,WP,NV,RNO,Reno,Reno/Tahoe International,P,M,1781785,976937,0.8238
300,WP,NV,BVU,Boulder City,Boulder City Municipal,P,N,27984,52530,-0.4673
350,WP,NV,EKO,Elko,Elko Regional,P,N,15641,10351,0.5111
525,WP,NV,LSV,Las Vegas,Nellis AFB,GA,None,2337,1434,0.6297
575,WP,NV,VGT,Las Vegas,North Las Vegas,GA,None,1640,5,327
653,WP,NV,HND,Las Vegas,Henderson Exec,GA,None,793,8,98.125
863,WP,NV,NFL,Fallon,Fallon NAS (Van Voorhis Field),GA,None,62,167,-0.6287
905,WP,NV,CXP,Carson City,Carson City,GA,None,46,0,0
929,WP,NV,MEV,Minden,Minden-Tahoe,GA,None,35,11,2.1818
940,WP,NV,74P,Pahrump,Calvada Meadows,GA,None,33,0,0
1138,WP,NV,A34,Dayton/Carson City,Dayton Valley Airpark,GA,None,6,2,2
1163,WP,NV,ELY,Ely,Ely/Yelland Field,GA,None,5,5,0
1213,WP,NV,67L,Mesquite,Mesquite,GA,None,3,0,0
13,EA,NY,JFK,New York,John F Kennedy International,P,L,15273342,8269819,0.8469
25,EA,NY,LGA,New York,Laguardia,P,L,7827307,4147116,0.8874
74,EA,NY,BUF,Buffalo,Buffalo Niagara International,P,S,1427891,703401,1.03
91,EA,NY,ALB,Albany,Albany International,P,S,966201,509428,0.8966
96,EA,NY,SYR,Syracuse,Syracuse Hancock International,P,S,840994,433775,0.9388
101,EA,NY,ROC,Rochester,Frederick Douglass/Greater Rochester International,P,S,769560,412226,0.8668
110,EA,NY,ISP,Islip,Long Island MacArthur,P,S,553430,262983,1.1044
111,EA,NY,HPN,White Plains,Westchester County,P,S,547011,232325,1.3545
230,EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,76947,51345,0.4986
238,EA,NY,SWF,Newburgh,New York Stewart International,P,N,69649,50030,0.3921
255,EA,NY,ITH,Ithaca,Ithaca Tompkins International,P,N,57750,33093,0.7451
271,EA,NY,IAG,Niagara Falls,Niagara Falls International,P,N,42471,41959,0.0122
272,EA,NY,PBG,Plattsburgh,Plattsburgh International,P,N,40751,43325,-0.0594
326,EA,NY,ART,Watertown,Watertown International,P,N,19920,11671,0.7068
394,EA,NY,BGM,Binghamton,Greater Binghamton/Edwin A Link Field,P,N,10347,8504,0.2167
396,EA,NY,OGS,Ogdensburg,Ogdensburg International,P,N,10309,9259,0.1134
403,EA,NY,FRG,North Babylon,Republic,GA,None,9237,4427,1.0865
476,EA,NY,SLK,Saranac Lake,Adirondack Regional,CS,None,3956,1619,1.4435
483,EA,NY,MSS,Massena,Massena International-Richards Field,CS,None,3662,2000,0.831
494,EA,NY,GTB,Fort Drum,Wheeler-Sack AAF,GA,None,3438,4979,-0.3095
641,EA,NY,FOK,Westhampton Beach,Francis S Gabreski,GA,None,926,345,1.6841
675,EA,NY,JPX,East Hampton,East Hampton Town,GA,None,659,356,0.8511
768,EA,NY,0B8,Fishers Island,Elizabeth Field,GA,None,187,5,36.4
812,EA,NY,PEO,Penn Yan,Penn Yan,GA,None,125,97,0.2887
869,EA,NY,JRA,New York,West 30th St,GA,None,59,6,8.8333
914,EA,NY,RME,Rome,Griffiss International,GA,None,40,20,1
932,EA,NY,5B2,Saratoga Springs,Saratoga County,GA,None,34,14,1.4286
944,EA,NY,POU,Poughkeepsie,Hudson Valley Regional,GA,None,33,22,0.5
960,EA,NY,MSV,Monticello,Sullivan County International,GA,None,29,4,6.25
964,EA,NY,GFL,Glens Falls,Floyd Bennett Memorial,GA,None,28,7,3
974,EA,NY,44N,Millbrook,Sky Acres,GA,None,25,11,1.2727
1000,EA,NY,MTP,Montauk,Montauk,GA,None,21,38,-0.4474
1017,EA,NY,1B1,Hudson,Columbia County,GA,None,17,3,4.6667
1024,EA,NY,6B9,Skaneateles,Skaneateles Aero Drome,GA,None,15,3,4
1051,EA,NY,JHW,Jamestown,Chautauqua County/Jamestown,GA,None,13,1,12
1070,EA,NY,VGC,Hamilton,Hamilton Municipal,GA,None,11,17,-0.3529
1124,EA,NY,20N,Kingston,Kingston-Ulster,GA,None,7,17,-0.5882
1135,EA,NY,LKP,Lake Placid,Lake Placid,GA,None,7,14,-0.5
1175,EA,NY,N66,Oneonta,Albert S Nader Regional,GA,None,5,2,1.5
1176,EA,NY,SCH,Schenectady,Schenectady County,GA,None,5,16,-0.6875
1198,EA,NY,PTD,Potsdam,Potsdam Municipal/Damon Field,GA,None,4,3,0.3333
1304,EA,NY,FZY,Fulton,Oswego County,GA,None,1,15,-0.9333
46,GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,3552402,1990156,0.785
51,GL,OH,CMH,Columbus,John Glenn Columbus International,P,M,2825259,1577596,0.7909
113,GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,517621,315051,0.643
173,GL,OH,CAK,Akron,Akron-Canton Regional,P,N,204990,139509,0.4694
195,GL,OH,LCK,Columbus,Rickenbacker International,P,N,148397,104868,0.4151
223,GL,OH,TOL,Toledo,Eugene F Kranz Toledo Express,P,N,85599,66057,0.2958
425,GL,OH,LUK,Cincinnati,Cincinnati Municipal/Lunken Field,GA,None,7540,5680,0.3275
455,GL,OH,BKL,Cleveland,Burke Lakefront,GA,None,5042,3171,0.59
544,GL,OH,FFO,Dayton,Wright-Patterson AFB,GA,None,1949,859,1.2689
561,GL,OH,YNG,Youngstown,Youngstown/Warren Regional,GA,None,1778,2,888
814,GL,OH,MFD,Mansfield,Mansfield Lahm Regional,GA,None,122,3,39.6667
976,GL,OH,CGF,Cleveland,Cuyahoga County,GA,None,25,16,0.5625
1020,GL,OH,OSU,Columbus,Ohio State University,GA,None,17,9,0.8889
1071,GL,OH,AOH,Lima,Lima Allen County,GA,None,10,0,0
1146,GL,OH,LPR,Lorain,Lorain County Regional,GA,None,6,14,-0.5714
1242,GL,OH,ZZV,Zanesville,Zanesville Municipal,GA,None,3,0,0
1272,GL,OH,LHQ,Lancaster,Fairfield County,GA,None,2,0,0
1308,GL,OH,HAO,Hamilton,Butler County Regional/Hogan Field,GA,None,1,0,0
66,SW,OK,OKC,Oklahoma City,Will Rogers World,P,S,1632197,934842,0.746
81,SW,OK,TUL,Tulsa,Tulsa International,P,S,1154527,664259,0.7381
274,SW,OK,LAW,Lawton,Lawton-Fort Sill Regional,P,N,39336,25090,0.5678
324,SW,OK,SWO,Stillwater,Stillwater Regional,P,N,20328,12313,0.6509
635,SW,OK,TIK,Oklahoma City,Tinker AFB,GA,None,1009,711,0.4191
836,SW,OK,PWA,Oklahoma City,Wiley Post,GA,None,84,0,0
903,SW,OK,RVS,Tulsa,Tulsa Riverside,GA,None,47,0,0
923,SW,OK,BFK,Buffalo,Buffalo Municipal,GA,None,36,15,1.4
930,SW,OK,OUN,Norman,University of Oklahoma Westheimer,GA,None,35,4,7.75
971,SW,OK,MKO,Muskogee,Muskogee-Davis Regional,GA,None,26,0,0
993,SW,OK,ADH,Ada,Ada Regional,GA,None,22,0,0
1156,SW,OK,BVO,Bartlesville,Bartlesville Municipal,GA,None,5,8,-0.375
1236,SW,OK,OWP,Sand Springs,William R Pogue Municipal,GA,None,3,0,0
33,NM,OR,PDX,Portland,Portland International,P,M,5759879,3455877,0.6667
109,NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,566111,266957,1.1206
127,NM,OR,MFR,Medford,Rogue Valley International - Medford,P,S,437079,244996,0.784
129,NM,OR,RDM,Redmond,Roberts Field,P,S,422214,224600,0.8798
369,NM,OR,OTH,North Bend,Southwest Oregon Regional,P,N,13552,6785,0.9973
468,NM,OR,PDT,Pendleton,Eastern Oregon Regional at Pendleton,CS,None,4258,3546,0.2008
811,NM,OR,CVO,Corvallis,Corvallis Municipal,GA,None,125,137,-0.0876
868,NM,OR,HIO,Portland,Portland-Hillsboro,GA,None,60,17,2.5294
1010,NM,OR,SLE,Salem,McNary Field,GA,None,19,0,0
1025,NM,OR,BDN,Bend,Bend Municipal,GA,None,15,1,14
1053,NM,OR,LMT,Klamath Falls,Crater Lake/Klamath Regional,GA,None,13,4,2.25
1068,NM,OR,ONO,Ontario,Ontario Municipal,GA,None,11,0,0
1098,NM,OR,AST,Astoria,Astoria Regional,GA,None,8,2,3
1115,NM,OR,S05,Bandon,Bandon State,GA,None,8,0,0
1150,NM,OR,TTD,Portland,Portland-Troutdale,GA,None,6,0,0
1151,NM,OR,UAO,Aurora,Aurora State,GA,None,6,9,-0.3333
1159,NM,OR,DLS,Dallesport,Columbia Gorge Regional/The Dalles Municipal,GA,None,5,20,-0.75
1281,NM,OR,ONP,Newport,Newport Municipal,GA,None,2,0,0
1288,NM,OR,S21,Sunriver,Sunriver,GA,None,2,0,0
1301,NM,OR,BKE,Baker City,Baker City Municipal,GA,None,1,0,0
21,EA,PA,PHL,Philadelphia,Philadelphia International,P,L,9820222,5753239,0.7069
48,EA,PA,PIT,Pittsburgh,Pittsburgh International,P,M,3069259,1742406,0.7615
114,EA,PA,MDT,Harrisburg,Harrisburg International,P,S,512251,312258,0.6405
139,EA,PA,ABE,Allentown,Lehigh Valley International,P,S,355841,187530,0.8975
189,EA,PA,AVP,Avoca,Wilkes-Barre/Scranton International,P,N,157503,107622,0.4635
204,EA,PA,LBE,Latrobe,Arnold Palmer Regional,P,N,124514,62470,0.9932
205,EA,PA,UNV,State College,University Park,P,N,122404,74731,0.6379
240,EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,69170,42790,0.6165
410,EA,PA,JST,Johnstown,John Murtha Johnstown/Cambria County,CS,None,8519,3149,1.7053
462,EA,PA,DUJ,Brookville,Dubois Regional,CS,None,4561,2451,0.8609
467,EA,PA,AOO,Altoona,Altoona/Blair County,CS,None,4278,1473,1.9043
470,EA,PA,IPT,Williamsport,Williamsport Regional,CS,None,4212,6847,-0.3848
474,EA,PA,LNS,Lititz,Lancaster,CS,None,4072,2418,0.684
498,EA,PA,BFD,Bradford,Bradford Regional,CS,None,3361,2145,0.5669
695,EA,PA,RDG,Reading,Reading Regional/Carl A Spaatz Field,GA,None,529,151,2.5033
791,EA,PA,PNE,Philadelphia,Northeast Philadelphia,GA,None,152,44,2.4545
907,EA,PA,LOM,Ambler,Wings Field,GA,None,45,58,-0.2241
913,EA,PA,AGC,West Mifflin,Allegheny County,GA,None,40,42,-0.0476
925,EA,PA,MQS,Coatesville,Chester County G O Carlson,GA,None,36,15,1.4
984,EA,PA,BTP,Butler,Pittsburgh/Butler Regional,GA,None,23,1,22
1076,EA,PA,OQN,West Chester,Brandywine Regional,GA,None,10,12,-0.1667
1114,EA,PA,PTW,Pottstown,Heritage Field,GA,None,8,0,0
1174,EA,PA,MPO,Mount Pocono,Pocono Mountains Regional,GA,None,5,2,1.5
1187,EA,PA,CXY,New Cumberland Army Depot,Capital City,GA,None,4,13,-0.6923
1189,EA,PA,FKL,Franklin,Venango Regional,GA,None,4,0,0
1290,EA,PA,SEG,Selinsgrove,Penn Valley,GA,None,2,0,0
38,SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,4738725,2362851,1.0055
166,SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,228524,75321,2.034
282,SO,PR,VQS,Vieques,Antonio Rivera Rodriguez,P,N,36748,23490,0.5644
287,SO,PR,PSE,Ponce,Mercedita,P,N,32584,18643,0.7478
294,SO,PR,RVR,Ceiba,Jose Aponte De La Torre,P,N,30457,17365,0.7539
302,SO,PR,CPX,Culebra,Benjamin Rivera Noriega,P,N,27023,13268,1.0367
346,SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,16569,9778,0.6945
441,SO,PR,MAZ,Mayaguez,Eugenio Maria De Hostos,CS,None,6294,4718,0.334
80,NE,RI,PVD,Warwick,Rhode Island Tf Green International,P,S,1159679,641518,0.8077
341,NE,RI,WST,Westerly,Westerly State,P,N,16925,12728,0.3297
347,NE,RI,BID,Block Island,Block Island State,P,N,16382,12399,0.3212
829,NE,RI,UUU,Newport,Newport State,GA,None,94,66,0.4242
919,NE,RI,OQU,North Kingstown,Quonset State,GA,None,38,20,0.9
1069,NE,RI,SFZ,Pawtucket,North Central State,GA,None,11,0,0
58,SO,SC,CHS,Charleston,Charleston AFB/International,P,M,2015277,944660,1.1333
69,SO,SC,MYR,Myrtle Beach,Myrtle Beach International,P,S,1579987,545122,1.8984
94,SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,878450,509956,0.7226
130,SO,SC,CAE,Columbia,Columbia Metro,P,S,418391,271923,0.5386
182,SO,SC,HXD,Hilton Head Island,Hilton Head,P,N,176371,73615,1.3959
318,SO,SC,FLO,Florence,Florence Regional,P,N,23028,13373,0.722
539,SO,SC,SSC,Sumter,Shaw AFB,GA,None,2104,897,1.3456
629,SO,SC,ARW,Beaufort,Beaufort Exec,GA,None,1069,837,0.2772
644,SO,SC,NBC,Beaufort,Beaufort MCAS (Merritt Field),GA,None,882,263,2.3536
713,SO,SC,MMT,Eastover,Mc Entire Jngb,GA,None,404,0,0
823,SO,SC,AND,Anderson,Anderson Regional,GA,None,110,0,0
963,SO,SC,CEU,Seneca,Oconee County Regional,GA,None,28,12,1.3333
995,SO,SC,JZI,Charleston,Charleston Exec,GA,None,22,35,-0.3714
1021,SO,SC,AIK,Aiken,Aiken Regional,GA,None,16,1,15
1026,SO,SC,CRE,North Myrtle Beach,Grand Strand,GA,None,15,5,2
1057,SO,SC,LQK,Pickens,Pickens County,GA,None,12,0,0
1077,SO,SC,RBW,Walterboro,Lowcountry Regional,GA,None,10,12,-0.1667
1131,SO,SC,GYH,Greenville,Donaldson Field,GA,None,7,5,0.4
1256,SO,SC,CDN,Camden,Woodward Field,GA,None,2,0,0
1266,SO,SC,GRD,Greenwood,Greenwood County,GA,None,2,0,0
1318,SO,SC,SPA,Spartanburg,Spartanburg Downtown Memorial/Simpson Field,GA,None,1,7,-0.8571
1323,SO,SC,UDG,Darlington,Darlington County,GA,None,1,0,0
116,GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,501423,292089,0.7167
144,GL,SD,RAP,Rapid City,Rapid City Regional,P,S,337788,179119,0.8858
321,GL,SD,ABR,Aberdeen,Aberdeen Regional,P,N,21850,14854,0.471
335,GL,SD,ATY,Watertown,Watertown Regional,P,N,18419,7225,1.5493
338,GL,SD,PIR,Pierre,Pierre Regional,P,N,17510,8017,1.1841
709,GL,SD,RCA,Rapid City,Ellsworth AFB,GA,None,415,501,-0.1717
967,GL,SD,SPF,Spearfish,Black Hills-Clyde Ice Field,GA,None,28,1,27
1002,GL,SD,MHE,Mitchell,Mitchell Municipal,GA,None,20,11,0.8182
1095,GL,SD,YKN,Yankton,Chan Gurney Municipal,GA,None,9,0,0
1254,GL,SD,BKX,Brookings,Brookings Regional,GA,None,2,0,0
1309,GL,SD,HON,Huron,Huron Regional,GA,None,1,0,0
27,SO,TN,BNA,Nashville,Nashville International,P,L,7594049,4013995,0.8919
62,SO,TN,MEM,Memphis,Memphis International,P,M,1793073,1015981,0.7649
88,SO,TN,TYS,Alcoa,McGhee Tyson,P,S,976601,554685,0.7606
137,SO,TN,CHA,Chattanooga,Lovell Field,P,S,377726,223725,0.6883
190,SO,TN,TRI,Bristol/Johnson/Kingsport,Tri-Cities,P,N,157214,96924,0.622
513,SO,TN,MKL,Jackson,McKellar-Sipes Regional,CS,None,2739,2840,-0.0356
569,SO,TN,MQY,Smyrna,Smyrna,GA,None,1712,1060,0.6151
910,SO,TN,1M5,Portland,Portland Municipal,GA,None,42,36,0.1667
994,SO,TN,GKT,Sevierville,Gatlinburg-Pigeon Forge,GA,None,22,1,21
1105,SO,TN,GCY,Greeneville,Greeneville Municipal,GA,None,8,7,0.1429
1111,SO,TN,JWN,Nashville,John C Tune,GA,None,8,7,0.1429
1195,SO,TN,MMI,Athens,McMinn County,GA,None,4,0,0
1320,SO,TN,SRB,Sparta,Upper Cumberland Regional,GA,None,1,5,-0.8
2,SW,TX,DFW,Fort Worth,Dallas-Fort Worth International,P,L,30005266,18593421,0.6138
12,SW,TX,IAH,Houston,George Bush Intcntl/Houston,P,L,16242821,8682558,0.8707
30,SW,TX,AUS,Austin,Austin-Bergstrom International,P,L,6666215,3141505,1.122
31,SW,TX,DAL,Dallas,Dallas Love Field,P,M,6487563,3669930,0.7678
34,SW,TX,HOU,Houston,William P Hobby,P,M,5560780,3127178,0.7782
44,SW,TX,SAT,San Antonio,San Antonio International,P,M,3677643,1919958,0.9155
73,SW,TX,ELP,El Paso,El Paso International,P,S,1438321,760165,0.8921
115,SW,TX,MAF,Midland,Midland International Air And Space Port,P,S,504264,319570,0.5779
120,SW,TX,MFE,McAllen,McAllen Miller International,P,S,477636,191497,1.4942
133,SW,TX,LBB,Lubbock,Lubbock Preston Smith International,P,S,405157,253126,0.6006
140,SW,TX,HRL,Harlingen,Valley International,P,S,355190,172878,1.0546
149,SW,TX,AMA,Amarillo,Rick Husband Amarillo International,P,N,303904,173469,0.7519
152,SW,TX,CRP,Corpus Christi,Corpus Christi International,P,N,285195,162161,0.7587
183,SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,167957,93145,0.8032
197,SW,TX,GRK,Killeen,Robert Gray AAF,P,N,142253,102324,0.3902
211,SW,TX,LRD,Laredo,Laredo International,P,N,108992,52612,1.0716
232,SW,TX,ABI,Abilene,Abilene Regional,P,N,75402,44202,0.7059
245,SW,TX,CLL,College Station,Easterwood Field,P,N,67033,41790,0.604
250,SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,60115,35595,0.6889
264,SW,TX,ACT,Waco,Waco Regional,P,N,47541,27704,0.716
273,SW,TX,TYR,Tyler,Tyler Pounds Regional,P,N,39943,29133,0.3711
288,SW,TX,SPS,Wichita Falls,Sheppard AFB/Wichita Falls Municipal,P,N,32038,21272,0.5061
312,SW,TX,GGG,Longview,East Texas Regional,P,N,23942,14632,0.6363
320,SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,21914,15792,0.3877
327,SW,TX,DRT,Del Rio,Del Rio International,P,N,19879,8296,1.3962
305,SW,TX,BIF,Fort Bliss/El Paso/,Biggs AAF (Fort Bliss),GA,None,26641,6745,2.9497
374,SW,TX,SKF,San Antonio,Kelly Field,GA,None,13126,17950,-0.2687
431,SW,TX,DLF,Del Rio,Laughlin AFB,GA,None,6993,0,0
